# pofo simdata v1
# id: USSCV-USD
# name: US small-cap value total return (USD, daily)
# source: Ken French Data Library, 6 Portfolios formed on Size and Book-to-Market (2x3) [Daily], value-weighted SMALL HiBM (small x high book-to-market), daily returns cumulated to a total-return index from 1963-07 (the standard reliable-value start; pre-1963 book equity is hand-collected). https://mba.tuck.dartmouth.edu/pages/faculty/ken.french/ftp/6_Portfolios_2x3_Daily_CSV.zip . Gross of fees/costs. Extends DFSVX (hence ZPRV) before its 1993 inception.
1971-11-24,328.684969
1971-11-26,334.371219
1971-11-29,343.265494
1971-11-30,347.041414
1971-12-01,354.780438
1971-12-02,355.880257
1971-12-03,359.723764
1971-12-06,360.659045
1971-12-07,361.560693
1971-12-08,362.139190
1971-12-09,361.958121
1971-12-10,366.808359
1971-12-13,369.706145
1971-12-14,367.118202
1971-12-15,371.119791
1971-12-16,375.499004
1971-12-17,378.502996
1971-12-20,383.082883
1971-12-21,383.657507
1971-12-22,382.122877
1971-12-23,380.517961
1971-12-27,380.556013
1971-12-28,383.257960
1971-12-29,385.749137
1971-12-30,385.016214
1971-12-31,389.251392
1972-01-03,391.586900
1972-01-04,396.168467
1972-01-05,402.665630
1972-01-06,405.766155
1972-01-07,406.577688
1972-01-10,408.651234
1972-01-11,412.737746
1972-01-12,410.962974
1972-01-13,408.373907
1972-01-14,411.355037
1972-01-17,414.399064
1972-01-18,417.838576
1972-01-19,418.047496
1972-01-20,416.918767
1972-01-21,417.085535
1972-01-24,413.415182
1972-01-25,413.704573
1972-01-26,415.152539
1972-01-27,421.545888
1972-01-28,426.393666
1972-01-31,429.847454
1972-02-01,431.265951
1972-02-02,434.155433
1972-02-03,431.984656
1972-02-04,433.885388
1972-02-07,433.104394
1972-02-08,433.450878
1972-02-09,437.221900
1972-02-10,436.872123
1972-02-11,435.517819
1972-02-14,434.124162
1972-02-15,437.249856
1972-02-16,439.436106
1972-02-17,439.216388
1972-02-18,437.547365
1972-02-22,438.116177
1972-02-23,438.466670
1972-02-24,438.466670
1972-02-25,439.957456
1972-02-28,439.825469
1972-02-29,441.232911
1972-03-01,443.880308
1972-03-02,444.191024
1972-03-03,446.722913
1972-03-06,450.296697
1972-03-07,449.621252
1972-03-08,451.824396
1972-03-09,452.953957
1972-03-10,451.278027
1972-03-13,447.712931
1972-03-14,450.085809
1972-03-15,449.905775
1972-03-16,447.116359
1972-03-17,446.713954
1972-03-20,442.246815
1972-03-21,436.143809
1972-03-22,437.277783
1972-03-23,441.912927
1972-03-24,440.675571
1972-03-27,439.750152
1972-03-28,439.310402
1972-03-29,436.630609
1972-03-30,439.206729
1972-04-03,439.777698
1972-04-04,442.548297
1972-04-05,445.778900
1972-04-06,448.141528
1972-04-07,449.172254
1972-04-10,449.711260
1972-04-11,451.914846
1972-04-12,454.671526
1972-04-13,452.807373
1972-04-14,453.169619
1972-04-17,452.082012
1972-04-18,452.760135
1972-04-19,449.953022
1972-04-20,449.908027
1972-04-21,449.458119
1972-04-24,447.075990
1972-04-25,440.638096
1972-04-26,439.712756
1972-04-27,439.712756
1972-04-28,441.383665
1972-05-01,437.190520
1972-05-02,433.561839
1972-05-03,430.266769
1972-05-04,429.277155
1972-05-05,429.663504
1972-05-08,426.269163
1972-05-09,417.274883
1972-05-10,421.113812
1972-05-11,423.598384
1972-05-12,427.537849
1972-05-15,430.274091
1972-05-16,429.155378
1972-05-17,428.897885
1972-05-18,431.428383
1972-05-19,433.714953
1972-05-22,433.454724
1972-05-23,431.980978
1972-05-24,432.801742
1972-05-25,433.104703
1972-05-26,434.880432
1972-05-30,433.532303
1972-05-31,429.500453
1972-06-01,430.660104
1972-06-02,431.736754
1972-06-05,428.412381
1972-06-06,425.542018
1972-06-07,423.286646
1972-06-08,421.508842
1972-06-09,420.160013
1972-06-12,420.328077
1972-06-13,421.631094
1972-06-14,423.907902
1972-06-15,422.085098
1972-06-16,422.338349
1972-06-19,422.253882
1972-06-20,422.887263
1972-06-21,422.041488
1972-06-22,421.155201
1972-06-23,419.554811
1972-06-26,417.834636
1972-06-27,416.790050
1972-06-28,414.789458
1972-06-29,413.545089
1972-06-30,416.026360
1972-07-03,417.981684
1972-07-05,419.987996
1972-07-06,421.289958
1972-07-07,419.899702
1972-07-10,417.842193
1972-07-11,415.251571
1972-07-12,412.261760
1972-07-13,410.076773
1972-07-14,411.224988
1972-07-17,408.922128
1972-07-18,406.836625
1972-07-19,407.813033
1972-07-20,406.140999
1972-07-21,409.268285
1972-07-24,413.360968
1972-07-25,411.831532
1972-07-26,412.037448
1972-07-27,409.730038
1972-07-28,408.623767
1972-07-31,407.193584
1972-08-01,408.659481
1972-08-02,409.885460
1972-08-03,410.541276
1972-08-04,411.116034
1972-08-07,411.116034
1972-08-08,409.841574
1972-08-09,410.989131
1972-08-10,411.893307
1972-08-11,415.023696
1972-08-14,417.264824
1972-08-15,417.139645
1972-08-16,416.597363
1972-08-17,417.055620
1972-08-18,418.723843
1972-08-21,419.142566
1972-08-22,420.986794
1972-08-23,421.323583
1972-08-24,418.374318
1972-08-25,417.663082
1972-08-28,416.117728
1972-08-29,415.992893
1972-08-30,416.533684
1972-08-31,417.824938
1972-09-01,419.287325
1972-09-05,418.700323
1972-09-06,416.271861
1972-09-07,415.272809
1972-09-08,415.438918
1972-09-11,411.492248
1972-09-12,407.500773
1972-09-13,408.071275
1972-09-14,408.071275
1972-09-15,407.295939
1972-09-18,406.399888
1972-09-19,406.237328
1972-09-20,404.328013
1972-09-21,403.115029
1972-09-22,403.115029
1972-09-25,400.696338
1972-09-26,399.975085
1972-09-27,403.294878
1972-09-28,404.061138
1972-09-29,404.465200
1972-10-02,403.373144
1972-10-03,402.324373
1972-10-04,400.795541
1972-10-05,397.268540
1972-10-06,398.937068
1972-10-09,400.253560
1972-10-10,400.813915
1972-10-11,398.368950
1972-10-12,395.660041
1972-10-13,393.879571
1972-10-16,391.122414
1972-10-17,392.374006
1972-10-18,393.629603
1972-10-19,392.606166
1972-10-20,394.647718
1972-10-23,397.173463
1972-10-24,397.650071
1972-10-25,397.888662
1972-10-26,399.122116
1972-10-27,398.722994
1972-10-30,398.085037
1972-10-31,399.836612
1972-11-01,402.355582
1972-11-02,403.200529
1972-11-03,406.587413
1972-11-06,407.237953
1972-11-08,406.301306
1972-11-09,406.057525
1972-11-10,409.143562
1972-11-13,409.429963
1972-11-14,410.289766
1972-11-15,409.633302
1972-11-16,411.026055
1972-11-17,413.081186
1972-11-20,414.444354
1972-11-21,417.552686
1972-11-22,420.183268
1972-11-24,422.410240
1972-11-27,421.776624
1972-11-28,423.421553
1972-11-29,423.887317
1972-11-30,425.667643
1972-12-01,428.902718
1972-12-04,430.704109
1972-12-05,429.541208
1972-12-06,431.688914
1972-12-07,432.250109
1972-12-08,431.990759
1972-12-11,431.990759
1972-12-12,429.010023
1972-12-13,425.363438
1972-12-14,422.726185
1972-12-15,421.584824
1972-12-18,416.905232
1972-12-19,415.237611
1972-12-20,413.867327
1972-12-21,412.377405
1972-12-22,414.109390
1972-12-26,413.446815
1972-12-27,412.371853
1972-12-29,415.835777
1973-01-02,423.695073
1973-01-03,426.237244
1973-01-04,425.938877
1973-01-05,427.046319
1973-01-08,427.217137
1973-01-09,427.174415
1973-01-10,426.277349
1973-01-11,426.618371
1973-01-12,421.925569
1973-01-15,418.972090
1973-01-16,416.793435
1973-01-17,418.752364
1973-01-18,418.501113
1973-01-19,415.990106
1973-01-22,414.034953
1973-01-23,412.047585
1973-01-24,405.702052
1973-01-26,403.105559
1973-01-29,400.888478
1973-01-30,399.725902
1973-01-31,400.485381
1973-02-01,395.959896
1973-02-02,393.940501
1973-02-05,392.010192
1973-02-06,391.696584
1973-02-07,389.385574
1973-02-08,387.127138
1973-02-09,390.998409
1973-02-12,394.634694
1973-02-13,396.015916
1973-02-14,392.293366
1973-02-15,389.861147
1973-02-16,390.251009
1973-02-20,390.758335
1973-02-21,388.491937
1973-02-22,386.238683
1973-02-23,382.955654
1973-02-26,379.815418
1973-02-27,376.738913
1973-02-28,376.927283
1973-03-01,375.231110
1973-03-02,376.056618
1973-03-05,376.996760
1973-03-06,381.332223
1973-03-07,382.857552
1973-03-08,382.780980
1973-03-09,382.474755
1973-03-12,382.245270
1973-03-13,383.009761
1973-03-14,382.933159
1973-03-15,379.869694
1973-03-16,378.388202
1973-03-19,374.869192
1973-03-20,373.219767
1973-03-21,370.495263
1973-03-22,365.160131
1973-03-23,365.415743
1973-03-26,366.913948
1973-03-27,371.023384
1973-03-28,370.763668
1973-03-29,374.026388
1973-03-30,372.343269
1973-04-02,369.736866
1973-04-03,366.483182
1973-04-04,365.676919
1973-04-05,363.519425
1973-04-06,364.064704
1973-04-09,366.685970
1973-04-10,369.069429
1973-04-11,370.102823
1973-04-12,370.287875
1973-04-13,369.806500
1973-04-16,368.992926
1973-04-17,367.849048
1973-04-18,367.334059
1973-04-19,369.538064
1973-04-23,368.244680
1973-04-24,363.236553
1973-04-25,359.023009
1973-04-26,358.735790
1973-04-27,354.861444
1973-04-30,353.725887
1973-05-01,353.018435
1973-05-02,355.313055
1973-05-03,357.906841
1973-05-04,360.018491
1973-05-07,358.434410
1973-05-08,360.656703
1973-05-09,359.755061
1973-05-10,357.524580
1973-05-11,354.449868
1973-05-14,348.246996
1973-05-15,346.610235
1973-05-16,346.367608
1973-05-17,343.735214
1973-05-18,334.351243
1973-05-21,322.515209
1973-05-22,322.676466
1973-05-23,322.450593
1973-05-24,327.577557
1973-05-25,334.161866
1973-05-29,334.897022
1973-05-30,330.811278
1973-05-31,327.437003
1973-06-01,325.079457
1973-06-04,320.690884
1973-06-05,321.877440
1973-06-06,320.525555
1973-06-07,323.089760
1973-06-08,326.449893
1973-06-11,327.788338
1973-06-12,330.115635
1973-06-13,332.261387
1973-06-14,329.237808
1973-06-15,326.505134
1973-06-18,321.901412
1973-06-19,321.386370
1973-06-20,321.579201
1973-06-21,319.392463
1973-06-22,319.871551
1973-06-25,315.553286
1973-06-26,316.215947
1973-06-27,316.468920
1973-06-28,318.525968
1973-06-29,318.589673
1973-07-02,317.474609
1973-07-03,317.220630
1973-07-05,316.364134
1973-07-06,316.142679
1973-07-09,317.122722
1973-07-10,321.023331
1973-07-11,327.732719
1973-07-12,329.109196
1973-07-13,328.944641
1973-07-16,332.003827
1973-07-17,334.095451
1973-07-18,337.904139
1973-07-19,340.235677
1973-07-20,342.957563
1973-07-23,345.289674
1973-07-24,345.842138
1973-07-25,349.819322
1973-07-26,351.148636
1973-07-27,350.376109
1973-07-30,349.184830
1973-07-31,347.508743
1973-08-01,343.477641
1973-08-02,342.790686
1973-08-03,342.653570
1973-08-06,343.338877
1973-08-07,342.343194
1973-08-08,339.707152
1973-08-09,338.959796
1973-08-10,336.282013
1973-08-13,332.683796
1973-08-14,329.855984
1973-08-15,330.053897
1973-08-16,330.383951
1973-08-17,330.813450
1973-08-20,328.993976
1973-08-21,326.855515
1973-08-22,324.796326
1973-08-23,326.517746
1973-08-24,326.713657
1973-08-27,326.909685
1973-08-28,328.151942
1973-08-29,331.006864
1973-08-30,331.735079
1973-08-31,333.393754
1973-09-04,335.194081
1973-09-05,335.830949
1973-09-06,337.913101
1973-09-07,338.690301
1973-09-10,338.656432
1973-09-11,337.030881
1973-09-12,336.491632
1973-09-13,336.087842
1973-09-14,337.264149
1973-09-17,338.714385
1973-09-18,338.782128
1973-09-19,343.254052
1973-09-20,346.549291
1973-09-21,350.118749
1973-09-24,354.180126
1973-09-25,357.119821
1973-09-26,361.298123
1973-09-27,361.948460
1973-09-28,361.839875
1973-10-01,364.843146
1973-10-02,368.455094
1973-10-03,372.139644
1973-10-04,372.772282
1973-10-05,376.872777
1973-10-08,379.209388
1973-10-09,379.285230
1973-10-10,373.520095
1973-10-11,378.712024
1973-10-12,380.151130
1973-10-15,376.311603
1973-10-16,374.354783
1973-10-17,373.418896
1973-10-18,373.082819
1973-10-19,374.537842
1973-10-22,370.492833
1973-10-23,370.344636
1973-10-24,370.233533
1973-10-25,370.788883
1973-10-26,372.420354
1973-10-29,371.898966
1973-10-30,367.659317
1973-10-31,365.048936
1973-11-01,362.384079
1973-11-02,359.340053
1973-11-05,353.626546
1973-11-06,350.267094
1973-11-07,351.387948
1973-11-08,354.163913
1973-11-09,351.224353
1973-11-12,345.885743
1973-11-13,342.496062
1973-11-14,335.646141
1973-11-15,333.800087
1973-11-16,336.203448
1973-11-19,328.369908
1973-11-20,317.369516
1973-11-21,318.258150
1973-11-23,319.594834
1973-11-26,308.025501
1973-11-27,304.144380
1973-11-28,308.341573
1973-11-29,307.817392
1973-11-30,305.539543
1973-12-03,298.542688
1973-12-04,295.437844
1973-12-05,289.440456
1973-12-06,291.958587
1973-12-07,300.454582
1973-12-10,303.068537
1973-12-11,299.007419
1973-12-12,292.518958
1973-12-13,289.740028
1973-12-14,290.754118
1973-12-17,289.852780
1973-12-18,292.316529
1973-12-19,292.462687
1973-12-20,292.433441
1973-12-21,291.409924
1973-12-24,292.109307
1973-12-26,295.789885
1973-12-27,299.605574
1973-12-28,299.006363
1973-12-31,301.159209
1974-01-02,308.115987
1974-01-03,320.810365
1974-01-04,325.975412
1974-01-07,330.213093
1974-01-08,329.090368
1974-01-09,323.035105
1974-01-10,320.160093
1974-01-11,323.809918
1974-01-14,325.461348
1974-01-15,327.088655
1974-01-16,330.032453
1974-01-17,334.850927
1974-01-18,333.511523
1974-01-21,332.310882
1974-01-22,335.002600
1974-01-23,337.314118
1974-01-24,338.966957
1974-01-25,339.170337
1974-01-28,338.729416
1974-01-29,339.406875
1974-01-30,342.529418
1974-01-31,342.734935
1974-02-01,340.712799
1974-02-04,334.614040
1974-02-05,333.978274
1974-02-06,334.679628
1974-02-07,336.988917
1974-02-08,336.146445
1974-02-11,333.658961
1974-02-12,332.858180
1974-02-13,332.725037
1974-02-14,333.157579
1974-02-15,336.056050
1974-02-19,335.888022
1974-02-20,338.340005
1974-02-21,341.249729
1974-02-22,344.218601
1974-02-25,344.562820
1974-02-26,347.560516
1974-02-27,349.367831
1974-02-28,349.332894
1974-03-01,350.031560
1974-03-04,350.556607
1974-03-05,353.851840
1974-03-06,356.222647
1974-03-07,355.937669
1974-03-08,357.468201
1974-03-11,359.898985
1974-03-12,360.402843
1974-03-13,361.772374
1974-03-14,362.785337
1974-03-15,363.365793
1974-03-18,361.766984
1974-03-19,359.451675
1974-03-20,359.092223
1974-03-21,358.589494
1974-03-22,358.087469
1974-03-25,356.905780
1974-03-26,357.833735
1974-03-27,355.901433
1974-03-28,351.417075
1974-03-29,350.854808
1974-04-01,349.977671
1974-04-02,350.047666
1974-04-03,350.992795
1974-04-04,351.098093
1974-04-05,348.780845
1974-04-08,345.572062
1974-04-09,345.917634
1974-04-10,345.952225
1974-04-11,346.540344
1974-04-15,346.956193
1974-04-16,350.460450
1974-04-17,352.528167
1974-04-18,353.268476
1974-04-19,350.724943
1974-04-22,349.602623
1974-04-23,344.218743
1974-04-24,339.675055
1974-04-25,336.142435
1974-04-26,337.520619
1974-04-29,337.655627
1974-04-30,338.128345
1974-05-01,340.968623
1974-05-02,341.377785
1974-05-03,339.807447
1974-05-06,338.550160
1974-05-07,338.042335
1974-05-08,336.994403
1974-05-09,338.510878
1974-05-10,335.667387
1974-05-13,333.082748
1974-05-14,333.182673
1974-05-15,331.949897
1974-05-16,331.186412
1974-05-17,326.682277
1974-05-20,324.395501
1974-05-21,321.346183
1974-05-22,317.554298
1974-05-23,314.664554
1974-05-24,318.220264
1974-05-28,317.933865
1974-05-29,314.595560
1974-05-30,314.784317
1974-05-31,314.689882
1974-06-03,318.245878
1974-06-04,322.414899
1974-06-05,324.188180
1974-06-06,326.522335
1974-06-07,330.473256
1974-06-10,331.497723
1974-06-11,330.072283
1974-06-12,328.751993
1974-06-13,329.606749
1974-06-14,327.859833
1974-06-17,325.400884
1974-06-18,323.871500
1974-06-19,322.640788
1974-06-20,320.769472
1974-06-21,318.010854
1974-06-24,317.788247
1974-06-25,319.345409
1974-06-26,317.461271
1974-06-27,313.207290
1974-06-28,311.046160
1974-07-01,309.428720
1974-07-02,304.911060
1974-07-03,303.477978
1974-07-05,302.931718
1974-07-08,294.389044
1974-07-09,293.182049
1974-07-10,290.690001
1974-07-11,288.422619
1974-07-12,297.882881
1974-07-15,301.040440
1974-07-16,299.414821
1974-07-17,301.810140
1974-07-18,305.401680
1974-07-19,306.165185
1974-07-22,306.685665
1974-07-23,309.783191
1974-07-24,311.053302
1974-07-25,310.804459
1974-07-26,309.157195
1974-07-29,305.199983
1974-07-30,303.521383
1974-07-31,301.487790
1974-08-01,299.980351
1974-08-02,299.440387
1974-08-05,301.147197
1974-08-06,304.008095
1974-08-07,309.206634
1974-08-08,310.876349
1974-08-09,311.404839
1974-08-12,310.377203
1974-08-13,307.583808
1974-08-14,303.523702
1974-08-15,301.520446
1974-08-16,301.188773
1974-08-19,297.634746
1974-08-20,297.991907
1974-08-21,295.399378
1974-08-22,291.677346
1974-08-23,288.877243
1974-08-26,287.230643
1974-08-27,283.008352
1974-08-28,279.810358
1974-08-29,274.130208
1974-08-30,279.201617
1974-09-03,275.767437
1974-09-04,269.369632
1974-09-05,271.686211
1974-09-06,274.756265
1974-09-09,270.717348
1974-09-10,268.443322
1974-09-11,265.705200
1974-09-12,259.354846
1974-09-13,254.997685
1974-09-16,253.110702
1974-09-17,257.919805
1974-09-18,257.300798
1974-09-19,264.376570
1974-09-20,267.152524
1974-09-23,266.992232
1974-09-24,264.856294
1974-09-25,266.577860
1974-09-26,264.738473
1974-09-27,262.885304
1974-09-30,258.363676
1974-10-01,257.614422
1974-10-02,259.057062
1974-10-03,256.932795
1974-10-04,257.369580
1974-10-07,263.494976
1974-10-08,265.471189
1974-10-09,269.479804
1974-10-10,275.731735
1974-10-11,279.536833
1974-10-14,284.903940
1974-10-15,282.396786
1974-10-16,279.855214
1974-10-17,281.058592
1974-10-18,281.761238
1974-10-21,283.367277
1974-10-22,283.707318
1974-10-23,280.160977
1974-10-24,276.154675
1974-10-25,276.265137
1974-10-28,275.160076
1974-10-29,277.058681
1974-10-30,279.025797
1974-10-31,279.081602
1974-11-01,279.249051
1974-11-04,276.931284
1974-11-05,279.340586
1974-11-06,279.368520
1974-11-07,280.765363
1974-11-08,281.691889
1974-11-11,284.339792
1974-11-12,280.614941
1974-11-13,279.099620
1974-11-14,278.820521
1974-11-15,277.091834
1974-11-18,269.887446
1974-11-19,265.272371
1974-11-20,263.707264
1974-11-21,262.573322
1974-11-22,263.991218
1974-11-25,262.433670
1974-11-26,263.011024
1974-11-27,264.247176
1974-11-29,263.454435
1974-12-02,259.133782
1974-12-03,255.505909
1974-12-04,253.717367
1974-12-05,249.936979
1974-12-06,245.238164
1974-12-09,242.025544
1974-12-10,243.453494
1974-12-11,244.208200
1974-12-12,242.474322
1974-12-13,241.795394
1974-12-16,240.127006
1974-12-17,238.974396
1974-12-18,240.001986
1974-12-19,239.713983
1974-12-20,238.083928
1974-12-23,235.226921
1974-12-24,236.826464
1974-12-26,238.721076
1974-12-27,238.172018
1974-12-30,236.671534
1974-12-31,243.369338
1975-01-02,252.885079
1975-01-03,258.145089
1975-01-06,264.392200
1975-01-07,268.067252
1975-01-08,269.219941
1975-01-09,272.369814
1975-01-10,280.186828
1975-01-13,284.557742
1975-01-14,285.126858
1975-01-15,286.210340
1975-01-16,287.355181
1975-01-17,286.148290
1975-01-20,285.518763
1975-01-21,286.375320
1975-01-22,287.091258
1975-01-23,289.990880
1975-01-24,295.442708
1975-01-27,304.010547
1975-01-28,308.084288
1975-01-29,313.383338
1975-01-30,313.540029
1975-01-31,317.616050
1975-02-03,323.206092
1975-02-04,321.266856
1975-02-05,324.736538
1975-02-06,327.139588
1975-02-07,326.125455
1975-02-10,325.179692
1975-02-11,323.748901
1975-02-12,325.918019
1975-02-13,328.557955
1975-02-14,328.886513
1975-02-18,328.393183
1975-02-19,328.951451
1975-02-20,330.300152
1975-02-21,331.456203
1975-02-24,329.368029
1975-02-25,322.023122
1975-02-26,324.567104
1975-02-27,326.514507
1975-02-28,329.551092
1975-03-03,334.527313
1975-03-04,336.133044
1975-03-05,334.687672
1975-03-06,338.703924
1975-03-07,344.021576
1975-03-10,349.732334
1975-03-11,352.635112
1975-03-12,351.083518
1975-03-13,352.944261
1975-03-14,359.614907
1975-03-17,366.231821
1975-03-18,362.093402
1975-03-19,359.594957
1975-03-20,358.767889
1975-03-21,357.870969
1975-03-24,349.353640
1975-03-25,349.737929
1975-03-26,356.313002
1975-03-27,357.809517
1975-03-31,357.093898
1975-04-01,353.558668
1975-04-02,353.240465
1975-04-03,352.074772
1975-04-04,351.300207
1975-04-07,348.665456
1975-04-08,347.828659
1975-04-09,352.072168
1975-04-10,355.099989
1975-04-11,358.118339
1975-04-14,362.415759
1975-04-15,364.010388
1975-04-16,364.374399
1975-04-17,367.325831
1975-04-18,367.399297
1975-04-21,372.175487
1975-04-22,372.175487
1975-04-23,368.528168
1975-04-24,369.117813
1975-04-25,372.956638
1975-04-28,372.210725
1975-04-29,367.371985
1975-04-30,368.290415
1975-05-01,370.021380
1975-05-02,371.612472
1975-05-05,374.250921
1975-05-06,370.358711
1975-05-07,372.691971
1975-05-08,376.828852
1975-05-09,382.029090
1975-05-12,382.220105
1975-05-13,383.596097
1975-05-14,385.667516
1975-05-15,385.436115
1975-05-16,383.701653
1975-05-19,384.737647
1975-05-20,384.468331
1975-05-21,380.469860
1975-05-22,381.268847
1975-05-23,385.805946
1975-05-27,387.194848
1975-05-28,386.071983
1975-05-29,387.384627
1975-05-30,393.970166
1975-06-02,399.209969
1975-06-03,399.170048
1975-06-04,400.447392
1975-06-05,400.887884
1975-06-06,400.767618
1975-06-09,397.962245
1975-06-10,394.778547
1975-06-11,394.975936
1975-06-12,393.988496
1975-06-13,395.485653
1975-06-16,396.909401
1975-06-17,394.924854
1975-06-18,393.740079
1975-06-19,399.488685
1975-06-20,403.163980
1975-06-23,406.429609
1975-06-24,408.746257
1975-06-25,411.484857
1975-06-26,413.583430
1975-06-27,414.865539
1975-06-30,420.009871
1975-07-01,420.135874
1975-07-02,417.741100
1975-07-03,421.166577
1975-07-07,419.187094
1975-07-08,418.558313
1975-07-09,425.966796
1975-07-10,429.161546
1975-07-11,432.380258
1975-07-14,438.174154
1975-07-15,444.527679
1975-07-16,441.549343
1975-07-17,440.489625
1975-07-18,440.577723
1975-07-21,438.727296
1975-07-22,432.278005
1975-07-23,424.367318
1975-07-24,418.383738
1975-07-25,416.249981
1975-07-28,410.921982
1975-07-29,406.648393
1975-07-30,407.949668
1975-07-31,409.214312
1975-08-01,405.981519
1975-08-04,400.581965
1975-08-05,393.451606
1975-08-06,390.225302
1975-08-07,389.874100
1975-08-08,386.638145
1975-08-11,383.699695
1975-08-12,386.999512
1975-08-13,384.174416
1975-08-14,380.985768
1975-08-15,383.271683
1975-08-18,382.735102
1975-08-19,378.142281
1975-08-20,370.276922
1975-08-21,366.500097
1975-08-22,370.568248
1975-08-25,373.421624
1975-08-26,369.986145
1975-08-27,370.504125
1975-08-28,377.654855
1975-08-29,382.262244
1975-09-02,378.095586
1975-09-03,378.246824
1975-09-04,379.608512
1975-09-05,378.507648
1975-09-08,378.507648
1975-09-09,376.009497
1975-09-10,371.534984
1975-09-11,370.680454
1975-09-12,371.273543
1975-09-15,368.711755
1975-09-16,365.098380
1975-09-17,364.149124
1975-09-18,368.045520
1975-09-19,374.707144
1975-09-22,373.283256
1975-09-23,371.939437
1975-09-24,375.621637
1975-09-25,375.020643
1975-09-26,375.883190
1975-09-29,373.552714
1975-09-30,368.696529
1975-10-01,364.161562
1975-10-02,364.416475
1975-10-03,369.700514
1975-10-06,370.883555
1975-10-07,369.511286
1975-10-08,371.839207
1975-10-09,372.991909
1975-10-10,373.066507
1975-10-13,375.491439
1975-10-14,376.054677
1975-10-15,375.528200
1975-10-16,376.654785
1975-10-17,375.110500
1975-10-20,376.010765
1975-10-21,378.830846
1975-10-22,378.982378
1975-10-23,381.824746
1975-10-24,379.991987
1975-10-27,378.890011
1975-10-28,381.466463
1975-10-29,377.537358
1975-10-30,376.744530
1975-10-31,375.915692
1975-11-03,373.735381
1975-11-04,373.735381
1975-11-05,377.510108
1975-11-06,378.906895
1975-11-07,379.475256
1975-11-10,377.653775
1975-11-11,380.712770
1975-11-12,386.385390
1975-11-13,386.539945
1975-11-14,386.694561
1975-11-17,388.202669
1975-11-18,386.921601
1975-11-19,383.787536
1975-11-20,383.710778
1975-11-21,383.979376
1975-11-24,384.708936
1975-11-25,386.709423
1975-11-26,388.410944
1975-11-28,390.158794
1975-12-01,388.168984
1975-12-02,381.841829
1975-12-03,373.441309
1975-12-04,372.694426
1975-12-05,371.799960
1975-12-08,369.829420
1975-12-09,367.684409
1975-12-10,369.338989
1975-12-11,369.412857
1975-12-12,369.080385
1975-12-15,368.120776
1975-12-16,370.219065
1975-12-17,371.811007
1975-12-18,374.413684
1975-12-19,374.376243
1975-12-22,371.830484
1975-12-23,373.280623
1975-12-24,377.125413
1975-12-26,380.745817
1975-12-29,380.174699
1975-12-30,379.262279
1975-12-31,386.847525
1976-01-02,393.810780
1976-01-05,403.301620
1976-01-06,410.561049
1976-01-07,412.572799
1976-01-08,415.460808
1976-01-09,419.906239
1976-01-12,426.792701
1976-01-13,424.274624
1976-01-14,433.990513
1976-01-15,434.598100
1976-01-16,438.422563
1976-01-19,448.681651
1976-01-20,452.360841
1976-01-21,453.853631
1976-01-22,458.074470
1976-01-23,466.228196
1976-01-26,471.543197
1976-01-27,472.014740
1976-01-28,469.560264
1976-01-29,479.092337
1976-01-30,483.308350
1976-02-02,486.546515
1976-02-03,491.168707
1976-02-04,499.125640
1976-02-05,494.783247
1976-02-06,491.517678
1976-02-09,497.219283
1976-02-10,504.031187
1976-02-11,509.575530
1976-02-12,512.887771
1976-02-13,515.400921
1976-02-17,519.060268
1976-02-18,528.403353
1976-02-19,543.779890
1976-02-20,549.272067
1976-02-23,550.260757
1976-02-24,557.028964
1976-02-25,557.307479
1976-02-26,547.108752
1976-02-27,541.801797
1976-03-01,545.269328
1976-03-02,552.903099
1976-03-03,551.686712
1976-03-04,545.673327
1976-03-05,548.237992
1976-03-08,556.406738
1976-03-09,557.352629
1976-03-10,558.913216
1976-03-11,560.701739
1976-03-12,553.917248
1976-03-15,546.051623
1976-03-16,551.948980
1976-03-17,555.039895
1976-03-18,550.877095
1976-03-19,550.822008
1976-03-22,550.050857
1976-03-23,552.856116
1976-03-24,556.504967
1976-03-25,552.832034
1976-03-26,555.319778
1976-03-29,552.820839
1976-03-30,548.287708
1976-03-31,551.522606
1976-04-01,549.923190
1976-04-02,549.868198
1976-04-05,557.621339
1976-04-06,558.959631
1976-04-07,550.687028
1976-04-08,541.820967
1976-04-09,534.018745
1976-04-12,531.936072
1976-04-13,532.095653
1976-04-14,530.233318
1976-04-15,532.301228
1976-04-19,537.517780
1976-04-20,547.784369
1976-04-21,550.851962
1976-04-22,551.512984
1976-04-23,547.983301
1976-04-26,548.257293
1976-04-27,544.200189
1976-04-28,543.492729
1976-04-29,544.851460
1976-04-30,544.197639
1976-05-03,537.721687
1976-05-04,539.442396
1976-05-05,537.716181
1976-05-06,537.286008
1976-05-07,541.476838
1976-05-10,547.433084
1976-05-11,549.020640
1976-05-12,548.581423
1976-05-13,546.771104
1976-05-14,543.162415
1976-05-17,540.826817
1976-05-18,540.772734
1976-05-19,540.610502
1976-05-20,542.448578
1976-05-21,540.116049
1976-05-24,529.583786
1976-05-25,525.400074
1976-05-26,525.189914
1976-05-27,521.040914
1976-05-28,525.209241
1976-06-01,523.791176
1976-06-02,524.576863
1976-06-03,523.737540
1976-06-04,518.552538
1976-06-07,512.433618
1976-06-08,510.947561
1976-06-09,511.049750
