# pofo simdata v1
# id: SP500-USD
# name: S&P 500 total return (USD, monthly)
# source: S&P 500 price + dividends (Shiller via datahub.io core/s-and-p-500), reinvested monthly, 1871->. Pre-1957 is the standard Cowles/S&P backfill. Proxy behind VFINX and the S&P 500 UCITS ETFs.
1996-06-01,6053089.366037
1996-07-01,5842747.906092
1996-08-01,6022554.654513
1996-09-01,6144533.167603
1996-10-01,6397717.773018
1996-11-01,6720996.515162
1996-12-01,6801590.247304
1997-01-01,7023195.422235
1997-02-01,7329529.258855
1997-03-01,7283856.833020
1997-04-01,7035849.075284
1997-05-01,7684427.374645
1997-06-01,8094557.439625
1997-07-01,8558898.794151
1997-08-01,8588709.345504
1997-09-01,8691131.214263
1997-10-01,8834176.806770
1997-11-01,8732447.072665
1997-12-01,8962557.513017
1998-01-01,8983845.492397
1998-02-01,9559044.369214
1998-03-01,10066935.324655
1998-04-01,10409868.150678
1998-05-01,10386851.066736
1998-06-01,10399025.378529
1998-07-01,10863671.281270
1998-08-01,10106416.105505
1998-09-01,9611402.787576
1998-10-01,9735493.178995
1998-11-01,10803916.652365
1998-12-01,11247333.868937
1999-01-01,11815129.719522
1999-02-01,11807313.540452
1999-03-01,12152567.289090
1999-04-01,12669054.085414
1999-05-01,12656533.037550
1999-06-01,12579104.526176
1999-07-01,13148030.550913
1999-08-01,12651823.416061
1999-09-01,12576213.707186
1999-10-01,12416198.263337
1999-11-01,13298500.320767
1999-12-01,13672032.664128
2000-01-01,13655790.764150
2000-02-01,13317408.338615
2000-03-01,13842259.866184
2000-04-01,14039449.754585
2000-05-01,13640882.685449
2000-06-01,14072393.274884
2000-07-01,14191963.227181
2000-08-01,14325233.009345
2000-09-01,14170476.787894
2000-10-01,13431574.119817
2000-11-01,13327785.132380
2000-12-01,12885271.343053
2001-01-01,12943819.635185
2001-02-01,12667225.519371
2001-03-01,11516972.887695
2001-04-01,11568573.272890
2001-05-01,12364338.327866
2001-06-01,12068921.575978
2001-07-01,11747874.377004
2001-08-01,11507545.296219
2001-09-01,10213267.867478
2001-10-01,10538461.533607
2001-11-01,11070985.402054
2001-12-01,11233291.515201
2002-01-01,11199848.490498
2002-02-01,10824340.677450
2002-03-01,11359630.894643
2002-04-01,10960489.155353
2002-05-01,10651447.536652
2002-06-01,10020864.735686
2002-07-01,8942704.203682
2002-08-01,9044476.919435
2002-09-01,8614099.037568
2002-10-01,8496415.071600
2002-11-01,9059426.136268
2002-12-01,8965730.193213
2003-01-01,8945821.415638
2003-02-01,8372003.252689
2003-03-01,8481542.204645
2003-04-01,8929850.638840
2003-05-01,9404209.274108
2003-06-01,9940628.803385
2003-07-01,9999982.473509
2003-08-01,9983467.634875
2003-09-01,10299180.812812
2003-10-01,10508255.094808
2003-11-01,10635691.392630
2003-12-01,10961773.917492
2004-01-01,11502910.743125
2004-02-01,11628086.271283
2004-03-01,11446261.821953
2004-04-01,11557241.392516
2004-05-01,11261048.728557
2004-06-01,11583017.631159
2004-07-01,11323858.456354
2004-08-01,11166891.265441
2004-09-01,11477783.435990
2004-10-01,11489638.976425
2004-11-01,12038222.390047
2004-12-01,12366638.657793
2005-01-01,12200011.599590
2005-02-01,12405345.628495
2005-03-01,12373865.972559
2005-04-01,12075990.989284
2005-05-01,12237512.253092
2005-06-01,12504577.322228
2005-07-01,12730789.953775
2005-08-01,12770413.961157
2005-09-01,12806288.059203
2005-10-01,12470440.564176
2005-11-01,12964680.307360
2005-12-01,13242878.316008
2006-01-01,13437284.132977
2006-02-01,13435211.661824
2006-03-01,13635041.119732
2006-04-01,13744087.161018
2006-05-01,13636164.776673
2006-06-01,13267392.181751
2006-07-01,13363116.893996
2006-08-01,13669561.760241
2006-09-01,14015756.788622
2006-10-01,14522784.826105
2006-11-01,14813709.922735
2006-12-01,15132178.798920
2007-01-01,15237199.570285
2007-02-01,15480573.885439
2007-03-01,15097782.909155
2007-04-01,15729112.167949
2007-05-01,16262807.813493
2007-06-01,16319101.761906
2007-07-01,16413117.020473
2007-08-01,15723827.122389
2007-09-01,16207537.684150
2007-10-01,16692633.239179
2007-11-01,15890559.400127
2007-12-01,16087545.842328
2008-01-01,15020277.620792
2008-02-01,14785538.121507
2008-03-01,14397348.676360
2008-04-01,15008468.235144
2008-05-01,15393200.600812
2008-06-01,14739640.639584
2008-07-01,13843738.509914
2008-08-01,14135958.265695
2008-09-01,13450755.469189
2008-10-01,10734424.492154
2008-11-01,9810548.332906
2008-12-01,9775950.033169
2009-01-01,9668499.295723
2009-02-01,9020116.891462
2009-03-01,8506751.860840
2009-04-01,9554411.364824
2009-05-01,10190195.555613
2009-06-01,10482014.272877
2009-07-01,10615405.584529
2009-08-01,11476923.088457
2009-09-01,11895336.592157
2009-10-01,12180723.064092
2009-11-01,12435354.880076
2009-12-01,12711675.146799
2010-01-01,12884006.315597
2010-02-01,12510404.380324
2010-03-01,13253739.445395
2010-04-01,13795587.803974
2010-05-01,12984121.422424
2010-06-01,12524065.638464
2010-07-01,12504242.778415
2010-08-01,12612330.584243
2010-09-01,13037611.625047
2010-10-01,13634522.670895
2010-11-01,13974269.809408
2010-12-01,14493360.352108
2011-01-01,14995375.472383
2011-02-01,15468086.680341
2011-03-01,15296237.913953
2011-04-01,15636261.147450
2011-05-01,15739637.671519
2011-06-01,15163454.961790
2011-07-01,15634060.107599
2011-08-01,14008291.988969
2011-09-01,13898008.002998
2011-10-01,14317986.884998
2011-11-01,14571415.060462
2011-12-01,14798376.832280
2012-01-01,15506421.955925
2012-02-01,16152198.308434
2012-03-01,16618306.627026
2012-04-01,16612279.029158
2012-05-01,16099124.271199
2012-06-01,15913919.586457
2012-07-01,16379203.186459
2012-08-01,16934506.519684
2012-09-01,17446551.762658
2012-10-01,17409226.575882
2012-11-01,16915799.141126
2012-12-01,17284367.642179
2013-01-01,18022486.367681
2013-02-01,18443245.738520
2013-03-01,18945645.959090
2013-04-01,19221469.774079
2013-05-01,20101105.978738
2013-06-01,19876815.812231
2013-07-01,20524087.666905
2013-08-01,20576302.862917
2013-09-01,20822055.280115
2013-10-01,21263174.953093
2013-11-01,22084134.840863
2013-12-01,22420383.584961
2014-01-01,22637796.960554
2014-02-01,22608787.574823
2014-03-01,23224688.239804
2014-04-01,23271936.122112
2014-05-01,23628869.040495
2014-06-01,24384522.215465
2014-07-01,24749657.399574
2014-08-01,24644375.293021
2014-09-01,25082948.004394
2014-10-01,24419438.874252
2014-11-01,25813059.766082
2014-12-01,25977018.741724
2015-01-01,25689143.220252
2015-02-01,26415959.576152
2015-03-01,26431067.157170
2015-04-01,26663568.479493
2015-05-01,26924908.005669
2015-06-01,26807979.361267
2015-07-01,26786905.277835
2015-08-01,26137757.809365
2015-09-01,24959978.169760
2015-10-01,26037844.000688
2015-11-01,26801710.288049
2015-12-01,26506410.390137
2016-01-01,24804974.742196
2016-02-01,24668745.908252
2016-03-01,26238527.304933
2016-04-01,26981617.370602
2016-05-01,26899704.148496
2016-06-01,27186796.679761
2016-07-01,28083471.260215
2016-08-01,28420471.172836
2016-09-01,28296006.017178
2016-10-01,28153077.688465
2016-11-01,28491485.851224
2016-12-01,29615994.500306
2017-01-01,30042013.326548
2017-02-01,30816278.785696
2017-03-01,31355584.495996
2017-04-01,31307604.727707
2017-05-01,31837755.910982
2017-06-01,32403640.837156
2017-07-01,32724102.564610
2017-08-01,32805546.493726
2017-09-01,33348260.926397
2017-10-01,34260551.292920
2017-11-01,34805429.236770
2017-12-01,35809322.323098
2018-01-01,37550734.613970
2018-02-01,36467162.718214
2018-03-01,36491113.239599
2018-04-01,35884282.656969
2018-05-01,36588568.200889
2018-06-01,37362046.037002
2018-07-01,37953152.260299
2018-08-01,38883819.442887
2018-09-01,39537479.747735
2018-10-01,38016221.332730
2018-11-01,37227497.951020
2018-12-01,35157249.271100
2019-01-01,35767903.953324
2019-02-01,37853233.671929
2019-03-01,38591077.177392
2019-04-01,40028342.517454
2019-05-01,39415628.428530
2019-06-01,39969755.328560
2019-07-01,41499974.267703
2019-08-01,40199632.926980
2019-09-01,41440323.425956
2019-10-01,41444779.440456
2019-11-01,43282707.761405
2019-12-01,44351891.234840
2020-01-01,45836601.723267
2020-02-01,45893078.271984
2020-03-01,37211680.775691
2020-04-01,38818748.494720
2020-05-01,41104188.849116
2020-06-01,43779400.075792
2020-07-01,45301037.305282
2020-08-01,47970530.526051
2020-09-01,47669427.949634
2020-10-01,48491978.208671
2020-11-01,50409182.522086
2020-12-01,52556428.906239
2021-01-01,54025283.636772
2021-02-01,55371083.680933
2021-03-01,55825622.678438
2021-04-01,59187246.658116
2021-05-01,59637298.731705
2021-06-01,60717078.058395
2021-07-01,62580553.227920
2021-08-01,63948593.111008
2021-09-01,63895111.410064
2021-10-01,64184486.005023
2021-11-01,67230332.292752
2021-12-01,67409221.227941
2022-01-01,66026645.770830
2022-02-01,64110806.958407
2022-03-01,63539195.841449
2022-04-01,63615187.838390
2022-05-01,58607760.621223
2022-06-01,56633865.625298
2022-07-01,56897558.738378
2022-08-01,60566493.010517
2022-09-01,56159349.785812
2022-10-01,54424014.829900
2022-11-01,57301025.138499
2022-12-01,57307885.888421
2023-01-01,58097228.777391
2023-02-01,59926057.715387
2023-03-01,58377239.556369
2023-04-01,60710327.533371
2023-05-01,61158389.322126
2023-06-01,64181155.977292
2023-07-01,66672011.080028
2023-08-01,66008801.189798
2023-09-01,66961929.892738
2023-10-01,63392062.237204
2023-11-01,66310243.451342
2023-12-01,69747081.232569
2024-01-01,71619451.125218
2024-02-01,74810606.825969
2024-03-01,77279782.304325
2024-04-01,76512400.228454
2024-05-01,78452539.766989
2024-06-01,81255509.373827
2024-07-01,83208552.322809
2024-08-01,82418665.405770
2024-09-01,84682264.160680
2024-10-01,87374201.840607
2024-11-01,89567694.582697
2024-12-01,90910631.306448
2025-01-01,90555046.460009
2025-02-01,91571632.566150
2025-03-01,86306329.977666
2025-04-01,81638655.114096
2025-05-01,88466486.254173
2025-06-01,91922003.047064
2025-07-01,96111833.611409
2025-08-01,97957214.067233
2025-09-01,100765663.732911
2025-10-01,103222745.539692
2025-11-01,103438554.309099
2025-12-01,105297902.805667
2026-01-01,106607327.870086
2026-02-01,106203828.216726
2026-03-01,102650946.203538
2026-04-01,107460105.576469
2026-05-01,114647386.189388
2026-06-01,115378909.592945
