# pofo simdata v1
# id: SP500
# name: S&P 500 Total Return (index, fee-free)
# method: S&P 500 total return: SP500-USD refdata (monthly ~1871→) with the daily shape of the S&P 500 price index (^GSPC, 1927→), no fund fee; fallback VFINX (1976→)
# validation: corr=0.567 (weekly 0.817) beta=0.51 TE=17.7%/yr CAGR sim 16.45% vs real 16.46% (overlap 1736 d from 2019-05-14 to 2026-06-01) vs IE00BFMXXD54
# generated: 2026-07-11
date,close
1871-01-01,100.000000
1871-02-01,101.839339
1871-03-01,104.819083
1871-04-01,108.267578
1871-05-01,111.503423
1871-06-01,111.082800
1871-07-01,109.507974
1871-08-01,111.398704
1871-09-01,113.065421
1871-10-01,107.731412
1871-11-01,109.413493
1871-12-01,112.282453
1872-01-01,115.644807
1872-02-01,116.649560
1872-03-01,121.011967
1872-04-01,124.920245
1872-05-01,125.476317
1872-06-01,124.830365
1872-07-01,124.674834
1872-08-01,123.792128
1872-09-01,122.175134
1872-10-01,123.272036
1872-11-01,123.389232
1872-12-01,127.003664
1873-01-01,128.637134
1873-02-01,130.283908
1873-03-01,129.920251
1873-04-01,128.797327
1873-05-01,129.718372
1873-06-01,128.594575
1873-07-01,129.019565
1873-08-01,129.711823
1873-09-01,120.495628
1873-10-01,110.705905
1873-11-01,107.463773
1873-12-01,118.303250
1874-01-01,125.463005
1874-02-01,129.972673
1874-03-01,128.821873
1874-04-01,126.030279
1874-05-01,123.495974
1874-06-01,123.702720
1874-07-01,124.465461
1874-08-01,125.511975
1874-09-01,128.249653
1874-10-01,128.744007
1874-11-01,130.662378
1874-12-01,130.590900
1875-01-01,131.375931
1875-02-01,131.870279
1875-03-01,134.399248
1875-04-01,136.936925
1875-05-01,132.415307
1875-06-01,130.526833
1875-07-01,131.600898
1875-08-01,132.974864
1875-09-01,132.541414
1875-10-01,131.189208
1875-11-01,134.093931
1875-12-01,134.861058
1876-01-01,138.410034
1876-02-01,141.047893
1876-03-01,141.515972
1876-04-01,136.966124
1876-05-01,132.705657
1876-06-01,132.546918
1876-07-01,131.748443
1876-08-01,127.089047
1876-09-01,120.136338
1876-10-01,120.299124
1876-11-01,118.824067
1876-12-01,118.989100
1877-01-01,118.797433
1877-02-01,112.555548
1877-03-01,107.591927
1877-04-01,100.530287
1877-05-01,101.254630
1877-06-01,94.725313
1877-07-01,99.570877
1877-08-01,107.218328
1877-09-01,114.534661
1877-10-01,117.622796
1877-11-01,116.435907
1877-12-01,116.644254
1878-01-01,117.210128
1878-02-01,115.251517
1878-03-01,117.992365
1878-04-01,121.836524
1878-05-01,122.768897
1878-06-01,125.908570
1878-07-01,129.059977
1878-08-01,128.513883
1878-09-01,131.687927
1878-10-01,130.757944
1878-11-01,130.948319
1878-12-01,130.759633
1879-01-01,136.260697
1879-02-01,141.790103
1879-03-01,140.086201
1879-04-01,145.288900
1879-05-01,152.445117
1879-06-01,153.831568
1879-07-01,157.559847
1879-08-01,159.358070
1879-09-01,165.867476
1879-10-01,184.592092
1879-11-01,195.104573
1879-12-01,195.368406
1880-01-01,203.591483
1880-02-01,207.874474
1880-03-01,212.588294
1880-04-01,208.510343
1880-05-01,192.761371
1880-06-01,194.344143
1880-07-01,204.064731
1880-08-01,212.211028
1880-09-01,212.636949
1880-10-01,219.649590
1880-11-01,232.064119
1880-12-01,242.474601
1881-01-01,257.923361
1881-02-01,258.027530
1881-03-01,261.913277
1881-04-01,262.053188
1881-05-01,274.850399
1881-06-01,279.255053
1881-07-01,270.537174
1881-08-01,265.211639
1881-09-01,268.437668
1881-10-01,265.252208
1881-11-01,268.109599
1881-12-01,261.468220
1882-01-01,258.712870
1882-02-01,254.197048
1882-03-01,254.928761
1882-04-01,256.104903
1882-05-01,254.184855
1882-06-01,254.036469
1882-07-01,269.541042
1882-08-01,278.825234
1882-09-01,282.735404
1882-10-01,276.240948
1882-11-01,265.622131
1882-12-01,268.212823
1883-01-01,268.062795
1883-02-01,263.301720
1883-03-01,267.792451
1883-04-01,274.635907
1883-05-01,271.221282
1883-06-01,274.844617
1883-07-01,271.876578
1883-08-01,260.831889
1883-09-01,264.994311
1883-10-01,259.117396
1883-11-01,264.291716
1883-12-01,259.814247
1884-01-01,253.360652
1884-02-01,261.539848
1884-03-01,261.888076
1884-04-01,251.360258
1884-05-01,232.324852
1884-06-01,224.164337
1884-07-01,225.497512
1884-08-01,240.988669
1884-09-01,234.697034
1884-10-01,228.362174
1884-11-01,225.069181
1884-12-01,225.888399
1885-01-01,222.003014
1885-02-01,230.111273
1885-03-01,231.921359
1885-04-01,232.656923
1885-05-01,231.240751
1885-06-01,231.396874
1885-07-01,241.214200
1885-08-01,255.921867
1885-09-01,253.827672
1885-10-01,269.711007
1885-11-01,288.376069
1885-12-01,287.275397
1886-01-01,288.372476
1886-02-01,295.011975
1886-03-01,289.979145
1886-04-01,287.154316
1886-05-01,282.628737
1886-06-01,296.656957
1886-07-01,302.252472
1886-08-01,305.592088
1886-09-01,314.626118
1886-10-01,323.682801
1886-11-01,332.761674
1886-12-01,325.194555
1887-01-01,322.804125
1887-02-01,321.574808
1887-03-01,330.221243
1887-04-01,338.908721
1887-05-01,345.884105
1887-06-01,337.066015
1887-07-01,329.994786
1887-08-01,322.910819
1887-09-01,319.960678
1887-10-01,310.469899
1887-11-01,317.671905
1887-12-01,317.122472
1888-01-01,320.774596
1888-02-01,320.204229
1888-03-01,309.313445
1888-04-01,311.765728
1888-05-01,317.276136
1888-06-01,308.684519
1888-07-01,317.917842
1888-08-01,325.941557
1888-09-01,335.228304
1888-10-01,334.570413
1888-11-01,328.898872
1888-12-01,323.825209
1889-01-01,331.328630
1889-02-01,336.325432
1889-03-01,330.548144
1889-04-01,331.114449
1889-05-01,341.266282
1889-06-01,348.242355
1889-07-01,342.364290
1889-08-01,348.088126
1889-09-01,357.716727
1889-10-01,352.414390
1889-11-01,350.352113
1889-12-01,349.588105
1890-01-01,354.735549
1890-02-01,351.988217
1890-03-01,350.554681
1890-04-01,359.075107
1890-05-01,375.618765
1890-06-01,374.170650
1890-07-01,372.717777
1890-08-01,365.205115
1890-09-01,360.367216
1890-10-01,345.351915
1890-11-01,321.444679
1890-12-01,315.188679
1891-01-01,332.889492
1891-02-01,338.277167
1891-03-01,333.329575
1891-04-01,345.687949
1891-05-01,345.572024
1891-06-01,339.870667
1891-07-01,335.549287
1891-08-01,348.094282
1891-09-01,377.631694
1891-10-01,378.930615
1891-11-01,374.546489
1891-12-01,387.269179
1892-01-01,395.750088
1892-02-01,397.804852
1892-03-01,403.480057
1892-04-01,404.122998
1892-05-01,405.503329
1892-06-01,404.714648
1892-07-01,406.125183
1892-08-01,413.415032
1892-09-01,404.557014
1892-10-01,414.133868
1892-11-01,414.123373
1892-12-01,411.149417
1893-01-01,420.108644
1893-02-01,414.128398
1893-03-01,400.615361
1893-04-01,402.145018
1893-05-01,368.091438
1893-06-01,352.152217
1893-07-01,320.869744
1893-08-01,314.771555
1893-09-01,338.736240
1893-10-01,350.416956
1893-11-01,357.484996
